input_id	clean_full_add	is_good_addy	lat	long	loc_name	street_add	unit	city	state	zip_code	active_status_str	curr_price	curr_type	curr_date	bedrooms	full_baths	half_baths	parking	land_area	live_area	lanai_area	other_area	island	region	hood	pets_allowed	res_man	deposit	term	description	unit_features	parking_features	frontage	view	furnished	amenities	pool	inclusions	build_style	disclosures	img_urls
202410635	91-681 Puamaeole St #28R, Ewa Beach, HI 96706	True	21.3405062	-158.0316426	Palm Court	91-681 Puamaeole St #28R	##28R	Ewa Beach	HI	96706	Active	$2,000	Long Term	June 01, 2024	2	2	0	2	515,620	874	--	--	Oahu	Ewa Plain	Ewa Gen Soda Creek	No	No	$2,000	1 Year	Welcome to Palm Court, where convenience meets charm in this delightful 2-bedroom, 2-bathroom upstairs townhome. Step into the thoughtfully designed living space, featuring elegant vinyl plank flooring and ample natural light streaming through the large picture window, creating an inviting ambiance. The well-equipped kitchen boasts modern appliances and plenty of cabinet space, catering to all your culinary endeavors. Retreat to the cozy bedrooms, each offering a peaceful sanctuary for relaxation, while the master bathroom invites you to unwind in its oversized tub, providing a luxurious escape. Stay comfortable year-round with the included window AC unit, and breeze through laundry day with the convenient in-home laundry center. With two dedicated parking spaces, parking woes become a thing of the past. Palm Court's prime location ensures easy access to shopping, dining, and entertainment options. No pets or smoking permitted, lease terms are 1-year, renters insurance required, and there's a $35 application fee per applicant 18 and older. TENANTS RESPONSIBLE FOR $550 MAINTENCE FEE	AC Window Unit, Smoke Detector	Covered - 1, Open - 1	--	None	None	--	--	--	Low-Rise 6 or Less Stories	Application Fee	['https://s3.amazonaws.com/photos.re.parallel21.com/35/202410635_01.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/35/202410635_02.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/35/202410635_03.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/35/202410635_04.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/35/202410635_05.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/35/202410635_06.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/35/202410635_07.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/35/202410635_08.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/35/202410635_09.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/35/202410635_10.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/35/202410635_11.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/35/202410635_12.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/35/202410635_13.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/35/202410635_14.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/35/202410635_15.jpg']
202410993	91-1050 Mikohu St #10D, Ewa Beach, HI 96706	True	21.3379524	-158.0305779	-	91-1050 Mikohu St #10D	##10D	Ewa Beach	HI	96706	Active	$2,050	Long Term	May 09, 2024	1	1	0	1	106,635	484	196	--	Oahu	Ewa Plain	Ewa	Yes	Yes	$2,050	1 Year	"AVAILABLE NOW (MAY 2024)Welcome to your dream home in Palm Villas 2 in Ewa Beach, Hawaii! As you enter this bottom floor unit, you will be greeted by a private courtyard that provides a serene atmosphere to relax and enjoy the beautiful Hawaiian weather.
The entire interior of this unit was renovated in 2022 to provide a fresh and modern look. The new kitchen features
beautiful new soft-closing cabinets and gleaming white quartz counters that perfectly complement the new black stainless steel
appliances. The plantation shutters add a touch of elegance to the interior and provide excellent privacy and light
control. The fresh paint enhances the overall ambiance. The bathroom has been beautifully updated with a new high-
end shower, new lights, and a new toilet, making it a luxurious and inviting space. This unit also comes
with one parking stall, so you'll never have to worry about parking in the busy community. You'll have access to the
community's private pool, where you can soak up the sun and take a refreshing swim after a long day."	AC Window Unit, Bedroom on 1st Level, Cable TV, Corner/End, Disposal, Dryer, Full Bath on 1st Floor, Lanai, Range/Oven, Refrigerator, Smoke Detector, Storage, Washer, Yard	Assigned, Covered - 1, Guest	Other	Other, Sunset	Partial	Pool on Property, Private Yard, Resident Manager	--	--	Low-Rise 6 or Less Stories, Townhouse	Application Fee, Insurance Required, Non-Smoking, See Remarks	['https://s3.amazonaws.com/photos.re.parallel21.com/93/202410993_01.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/93/202410993_02.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/93/202410993_03.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/93/202410993_04.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/93/202410993_05.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/93/202410993_06.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/93/202410993_07.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/93/202410993_08.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/93/202410993_09.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/93/202410993_10.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/93/202410993_11.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/93/202410993_12.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/93/202410993_13.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/93/202410993_14.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/93/202410993_15.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/93/202410993_16.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/93/202410993_17.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/93/202410993_18.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/93/202410993_19.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/93/202410993_20.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/93/202410993_21.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/93/202410993_22.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/93/202410993_23.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/93/202410993_24.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/93/202410993_25.jpg']
202410905	91-205 Oea Pl, Kapolei, HI 96707	True	21.3367308	-158.0658926	-	91-205 Oea Pl	-	Kapolei	HI	96707	Active	$3,050	Long Term	May 08, 2024	4	2	1	2	4,175	1,734	--	--	Oahu	Ewa Plain	Kapolei-Aeloa	No	No	$3,050	1 Year	Discover the charm of this recently renovated home in the desirable Kapolei-Aeloa community! This detached property features 4 bedrooms, including a primary suite on the first level with two closets (one walk-in) and an ensuite bath. The home boasts new carpeting, laminate flooring, and fresh paint throughout. Enjoy a modern open kitchen with a new fridge, overlooking a peaceful backyard. Comfort is key with split AC units in all rooms. Outdoor perks include a large lanai for relaxing, an oversized two-car garage plus driveway space for two more vehicles. Enjoy access to the Villages of Kapolei pool, rec center, and more! Located near shopping, golf, healthcare facilities, and dining options. Recreation center, park, and pool nearby. Tenant covers all utilities. No smoking, no pets. Application fee: $35 per person.	AC Split, Auto Garage Door Opener, Blinds, Bedroom on 1st Level, Cable TV, Ceiling Fan, Chandelier, Dishwasher, Disposal, Dryer, Full Bath on 1st Floor, Fenced, Range Hood, Range/Oven, Refrigerator, Smoke Detector, Storage, Washer, Yard	Covered - 2, Garage, Open - 2, Street	Other	Other	None	Private Yard	--	--	Detach Single Family	Application Fee, Non-Smoking, See Remarks	['https://s3.amazonaws.com/photos.re.parallel21.com/05/202410905_01.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/05/202410905_02.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/05/202410905_03.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/05/202410905_04.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/05/202410905_05.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/05/202410905_06.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/05/202410905_07.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/05/202410905_08.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/05/202410905_09.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/05/202410905_10.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/05/202410905_11.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/05/202410905_12.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/05/202410905_13.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/05/202410905_14.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/05/202410905_15.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/05/202410905_16.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/05/202410905_17.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/05/202410905_18.jpg']
202311242	91-3575 Iwikuamoo St #1006, Kapolei, HI 96707	True	21.360627	-158.04766	Kaikea at Hoopili	91-3575 Iwikuamoo St #1006	##1006	Kapolei	HI	96707	Active	$2,500	Long Term	June 01, 2024	1	1	0	1	--	548	--	--	Oahu	Ewa Plain	Ewa Gen Coral Ridge	No	No	$2,500	1 Year	Kaikea at Ho’opili - NEW, Furnished - Built in 2022. Third floor, walkup building in perfect condition. Bed, dresser, two tv's, dishware, appliances, sofa, coffee table, kitchen island, built-in shoe rack and more are included. No pets, no smoking. Call Raychelle Neill, R @ (808) 258-3603 for viewing appointments.	Blinds, Cable TV, Corner/End, Dishwasher, Disposal, Dryer, Even# Unit, Linens, Range/Oven, Refrigerator, Single Level, Washer	Assigned, Open - 1	--	Other	Partial	--	--	--	Low-Rise 6 or Less Stories, Walk-Up	--	['https://s3.amazonaws.com/photos.re.parallel21.com/42/202311242_01.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/42/202311242_02.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/42/202311242_03.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/42/202311242_04.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/42/202311242_05.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/42/202311242_06.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/42/202311242_07.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/42/202311242_08.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/42/202311242_09.jpg']
202411551	91-1058 Kekuilani Loop #1601, Kapolei, HI 96707	True	21.3369444	-158.0601869	Kekuilani Villas	91-1058 Kekuilani Loop #1601	##1601	Kapolei	HI	96707	Active	$2,500	Long Term	July 01, 2024	2	2	0	2	379,713	953	--	--	Oahu	Ewa Plain	Kapolei	No	Yes	$2,500	1 Year		AC Window Unit, Blinds, Bedroom on 1st Level, Ceiling Fan, Corner/End, Dishwasher, Disposal, Dryer, Full Bath on 1st Floor, Ground Floor Unit, Lanai, Microwave, Range Hood, Range/Oven, Refrigerator, Single Level, Washer	Open - 2	--	None	None	Club House, Patio/Deck, Pool on Property	--	--	Townhouse	Licensed Owner	['https://s3.amazonaws.com/photos.re.parallel21.com/51/202411551_01.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/51/202411551_02.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/51/202411551_03.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/51/202411551_04.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/51/202411551_05.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/51/202411551_06.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/51/202411551_07.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/51/202411551_08.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/51/202411551_09.jpg']
202411527	91-213 Hanapouli Cir #37D, Ewa Beach, HI 96706	True	21.334371	-158.025363	Sun Rise	91-213 Hanapouli Cir #37D	##37D	Ewa Beach	HI	96706	Active	$2,600	Long Term	June 01, 2024	2	2	0	2	31,668	811	60	--	Oahu	Ewa Plain	Ewa	Yes	Yes	$2,600	1 Year	Cool and breezy with a modern feel in Ewa. Spacious 2 bedroom, 2 bath apartment located on the top floor of building 91-213 in the Sun Rise complex. This 3rd floor unit is in great condition. Each room has ceiling fans and window A/C units. Renovations in 2018 include designer kitchen cabinets with quartz kitchen counter tops. All new stainless steel kitchen appliances including a gas range. Washer and dryer in the unit and 2 parking stalls. Extra storage located on the lanai as well as in the carport. Conveniently located next to the Ewa Town Center with several shopping and dining options. Close to Geiger Community Park as well as the community of Kalaeloa. Long-term only. No Smoking. Rent includes: water and sewer. Tenant is responsible for electricity, gas, cable, internet/phone. Renters insurance required. Application fee $20.00 per adult. Apply at: alohapropertiesmanagement.com.	AC Window Unit, Blinds, Cable TV, Ceiling Fan, Chandelier, Dishwasher, Disposal, Dryer, Lanai, Microwave Hood, Range/Oven, Refrigerator, Smoke Detector, Washer	Covered - 1, Open - 1	Other	None	Partial	BBQ, Pool on Property, Resident Manager, Storage	--	--	Low-Rise 6 or Less Stories, Townhouse, Walk-Up	Application Fee, Insurance Required, Non-Smoking	['https://s3.amazonaws.com/photos.re.parallel21.com/27/202411527_01.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/27/202411527_02.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/27/202411527_03.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/27/202411527_04.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/27/202411527_05.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/27/202411527_06.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/27/202411527_07.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/27/202411527_08.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/27/202411527_09.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/27/202411527_10.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/27/202411527_11.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/27/202411527_12.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/27/202411527_13.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/27/202411527_14.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/27/202411527_15.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/27/202411527_16.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/27/202411527_17.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/27/202411527_18.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/27/202411527_19.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/27/202411527_20.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/27/202411527_21.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/27/202411527_22.jpg']
202411514	91-1120 Puahala St #18S, Ewa Beach, HI 96706	True	21.3405062	-158.0316426	Palm Court	91-1120 Puahala St #18S	##18S	Ewa Beach	HI	96706	Active	$3,100	Long Term	May 18, 2024	2	2	0	2	515,620	810	--	--	Oahu	Ewa Plain	Ewa Gen Soda Creek	No	Yes	$3,100	1 Year	Palm Court presents an inviting opportunity for renters seeking a comfortable abode! This recently updated rental boasts two bedrooms and two baths, featuring a generous layout with two full bathrooms and two parking spaces included. Positioned conveniently upstairs within the Palm Court complex, this unit offers a spacious living environment with an open floor plan, where the two en suite bedrooms are thoughtfully separated by a sizable central living area. Plus, the added convenience of two parking stalls near the entrance enhances the appeal of this rental. Palm Court is known for its well-managed, pet-friendly community, promising a delightful living experience. If this description resonates with what you're looking for in a rental home, act swiftly to secure this opportunity before it slips away!	AC Window Unit, Blinds, Dishwasher, Dryer, Microwave, Range/Oven, Refrigerator, Washer	Covered - 2	--	None	None	BBQ, Resident Manager	--	--	CPR, Townhouse	Non-Smoking	['https://s3.amazonaws.com/photos.re.parallel21.com/14/202411514_01.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/14/202411514_02.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/14/202411514_03.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/14/202411514_04.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/14/202411514_05.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/14/202411514_06.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/14/202411514_07.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/14/202411514_08.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/14/202411514_09.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/14/202411514_10.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/14/202411514_11.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/14/202411514_12.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/14/202411514_13.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/14/202411514_14.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/14/202411514_15.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/14/202411514_16.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/14/202411514_17.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/14/202411514_18.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/14/202411514_19.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/14/202411514_20.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/14/202411514_21.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/14/202411514_22.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/14/202411514_23.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/14/202411514_24.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/14/202411514_25.jpg']
202411098	91-356 Ewa Beach Rd, Ewa Beach, HI 96706	True	21.312613	-158.0004059	-	91-356 Ewa Beach Rd	-	Ewa Beach	HI	96706	Active	$2,500	Long Term	June 01, 2024	2	1	0	2	6,625	828	--	--	Oahu	Ewa Plain	Ewa Beach	Yes	No	$2,500	1 Year	Quiet 2 bedroom, 1 bath single family home in Ewa Beach. Located minutes away from beach access, Ewa Beach Park, Ewa Beach Golf Course, and shops and restaurants along Fort Weaver Rd. Renovated kitchen, private front and back yard, and large garage/lanai area for bbq and parties. Washer and dryer currently included but repairs and replacement will be tenants responsibility. Tenant is responsible for all utilities. Small household pets under 25lbs allowed with pet deposit and pet addendum. NO SMOKING!!!! Online applications available, $35 non-refundable application fee for all adult applicants.	Bedroom on 1st Level, Ceiling Fan, Fenced, Lanai, Range/Oven, Refrigerator, Smoke Detector, Yard	Open, Tandem	Other	Other	Partial	Patio/Deck, Private Yard	--	--	Detach Single Family	Application Fee, Insurance Required, Non-Smoking	['https://s3.amazonaws.com/photos.re.parallel21.com/98/202411098_01.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/98/202411098_02.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/98/202411098_03.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/98/202411098_04.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/98/202411098_05.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/98/202411098_06.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/98/202411098_07.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/98/202411098_08.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/98/202411098_09.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/98/202411098_10.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/98/202411098_11.jpg']
202410541	92-1471 Aliinui Dr #33E, Kapolei, HI 96707	True	21.3362252	-158.1106059	Ko Olina Fairways	92-1471 Aliinui Dr #33E	##33E	Kapolei	HI	96707	Active	$3,200	Long Term	May 01, 2024	3	2	0	2	854,691	987	--	--	Oahu	Ewa Plain	Ko Olina	No	Yes	$3,200	1 Year	This is a great 3 bedroom, 2 bathroom with a 2 car garage unit in beautiful Ko Olina Fairways. The Fairways offer many amenities such as BBQ, club House, Pool and Recreation Area. This unit includes blinds, cable TV, Split AC, ceiling fans, dishwasher, disposal, and in unit washer & dryer. This is a fabulous unit in a great location.	AC Split, Auto Garage Door Opener, Blinds, Cable TV, Ceiling Fan, Chandelier, Dishwasher, Disposal, Dryer, Microwave Hood, Microwave, Range/Oven, Refrigerator, Smoke Detector, Washer	Garage	Golf Course	Golf Course, Sunset	Partial	BBQ, Club House, Patio/Deck, Pool on Property, Recreation Area, Recreation Room, Resident Manager	--	--	Low-Rise 6 or Less Stories	Application Fee, Insurance Required	['https://s3.amazonaws.com/photos.re.parallel21.com/41/202410541_01.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/41/202410541_02.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/41/202410541_03.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/41/202410541_04.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/41/202410541_05.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/41/202410541_06.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/41/202410541_07.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/41/202410541_08.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/41/202410541_09.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/41/202410541_10.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/41/202410541_11.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/41/202410541_12.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/41/202410541_13.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/41/202410541_14.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/41/202410541_15.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/41/202410541_16.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/41/202410541_17.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/41/202410541_18.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/41/202410541_19.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/41/202410541_20.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/41/202410541_21.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/41/202410541_22.jpg']
202408866	91-188 Makalea St, Ewa Beach, HI 96706	True	21.3373909	-158.0175101	-	91-188 Makalea St	-	Ewa Beach	HI	96706	Active	$2,895	Long Term	May 01, 2024	3	2	1	2	3,736	1,390	--	--	Oahu	Ewa Plain	Ewa Gen Terrazza	Yes	No	$2,895	1 Year	CALL FOR SHOWINGS (808)670-1623.Explore this 3 bedrooms, 2.5 bathrooms in the heart of Ewa Beach! The place has wide array of activities in the neighborhood! Recreational activities and shopping centers near this home are plentiful and a few minutes drive to Ka Makana, Ewa Pointe marketplace and town center. The unit features carpeted, wood laminate flooring, ceiling fans and has stainless steel appliances such as refrigerator, oven range with venthood, dishwasher and garbage disposal, washer and dryer. It also comes with solar water heater and solar panels! Rent includes water sewer and trash.	AC Central, Ceiling Fan, Dishwasher, Disposal, Dryer, Range/Oven, Refrigerator, Smoke Detector, Solar Electric, Solar Water, Washer	Garage	--	None	Partial	Pool on Property	--	--	Detach Single Family	Application Fee, Insurance Required, Non-Smoking	['https://s3.amazonaws.com/photos.re.parallel21.com/66/202408866_01.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/66/202408866_02.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/66/202408866_03.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/66/202408866_04.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/66/202408866_05.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/66/202408866_06.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/66/202408866_07.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/66/202408866_08.jpg']
202405908	91-288 Makalea St, Ewa Beach, HI 96706	True	21.338382	-158.016335	-	91-288 Makalea St	-	Ewa Beach	HI	96706	Active	$3,245	Long Term	March 09, 2024	3	2	1	2	3,428	1,364	--	--	Oahu	Ewa Plain	Ewa Gen Las Brisas	--	No	$3,245	1 Year	Spacious two story 3 bedroom 2.5 single family home with 2 car garage in Ewa Gentry. This home features central AC, open lanai, fenced yard, and enclosed garage, 	AC Central, Ceiling Fan, Central AC, Dishwasher, Disposal, Dryer, Fenced, Range Hood, Range/Oven, Refrigerator, Smoke Detector, Washer, Yard	Covered - 2, Garage	--	None	Partial	Private Yard	--	--	CPR, Detach Single Family	Application Fee	['https://s3.amazonaws.com/photos.re.parallel21.com/08/202405908_01.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/08/202405908_02.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/08/202405908_03.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/08/202405908_04.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/08/202405908_05.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/08/202405908_06.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/08/202405908_07.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/08/202405908_08.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/08/202405908_09.jpg']
