input_id	clean_full_add	is_good_addy	lat	lon	loc_name	street_add	unit	city	state	zip_code	active_status_str	curr_price	curr_type	curr_date	bedrooms	full_baths	half_baths	parking	land_area	live_area	lanai_area	other_area	island	region	hood	pets_allowed	res_man	deposit	term	description	unit_features	parking_features	frontage	view	furnished	amenities	pool	inclusions	build_style	disclosures	img_urls	orig_url
202418798	1269 Kupau St, Kailua, HI 96734	True	21.3765964	-157.7234093	-	1269 Kupau St	-	Kailua	HI	96734	Active	$4,200	Long Term	September 01, 2024	3	2	0	2	7,564	1,284	--	--	Oahu	Kailua	Keolu Hills	Yes	No	$4,200	1 Year	Fully renovated 3 bedroom 2 full bath with an additional living area. Includes a backyard storage shed and a lanai to relax and BBQ. Close to shopping center, restaurants and schools. Located in a safe and desirable neighborhood with a breathtaking view of the majestic Ko'olau Mountains! Text Nikova at 808-497-8919 or email at [email protected] to schedule a showing.	Blinds, Ceiling Fan, Corner/End, Disposal, Dryer, Lanai, Microwave, Range/Oven, Refrigerator, Single Level, Smoke Detector, Storage, Washer, Yard	Carport, Covered - 2	Other	Mountain	None	Private Yard, Storage	--	--	Detach Single Family	Application Fee	['https://s3.amazonaws.com/photos.re.parallel21.com/98/202418798_01.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/98/202418798_02.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/98/202418798_03.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/98/202418798_04.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/98/202418798_05.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/98/202418798_06.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/98/202418798_07.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/98/202418798_08.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/98/202418798_09.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/98/202418798_10.jpg']	https://propertysearch.hicentral.com/HBR/ForRent/?/202418798
202418861	306 Kalama St, Kailua, HI 96734	True	21.4077993	-157.7480694	-	306 Kalama St	-	Kailua	HI	96734	Active	$4,200	Long Term	September 01, 2024	3	1	1	2	5,055	1,360	--	--	Oahu	Kailua	Coconut Grove	No	No	$4,200	1 Year	"Nestled in the serene community of Kailua, this single family home offers a blend of island living and modern comforts. Boasting a spacious interior, the home features an open layout that seamlessly connects the living, dining, family room and kitchen areas, creating an inviting space for both relaxation and entertainment. Features vinyl wood plank flooring throughout, ceiling fans in all bedrooms and split unit a/c in living space. Home also has 1 full bathroom and 2 half baths with fully fenced yard and 2 car carport. Expansive windows invite abundant natural light and provide views of tropical landscaping and beautiful outdoor surroundings. The property's prime location allows for easy access to Kailua's renowned beaches and vibrant local amenities, offering a perfect place to call home! Tenant pays all utilities. Sorry, no pets and no smoking. Renter's Insurance required. Tenant must provide proof of coverage prior to occupancy.
For more information or showings, please call/text Brandi Oshiro (RS-64591) @ (808)232-5823 or [email protected]"	AC Split, Ceiling Fan, Disposal, Dryer, Range/Oven, Refrigerator, Washer, Yard	Carport, Covered - 2, Street	Other	Other	Partial	--	--	--	Detach Single Family	Application Fee, Non-Smoking	['https://s3.amazonaws.com/photos.re.parallel21.com/61/202418861_01.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/61/202418861_02.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/61/202418861_03.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/61/202418861_04.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/61/202418861_05.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/61/202418861_06.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/61/202418861_07.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/61/202418861_08.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/61/202418861_09.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/61/202418861_10.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/61/202418861_11.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/61/202418861_12.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/61/202418861_13.jpg']	https://propertysearch.hicentral.com/HBR/ForRent/?/202418861
202416778	41-1016 Malolo St, Waimanalo, HI 96795	True	21.340438	-157.7021261	-	41-1016 Malolo St	-	Waimanalo	HI	96795	Active	$3,500	Long Term	September 16, 2024	2	1	0	2	--	1,042	--	--	Oahu	Kailua	Waimanalo	No	No	$3,500	1 Year	"Old style Hawaii 2 bedroom/1 bath home with gated entry, spacious fenced yard and majestic mountain views. House is located in a quiet neighborhood just steps to the beach. Includes 2 tandem parking stalls (one gated and one open).
Features vinyl driftwood floors and newer paint in kitchen, living room and bedrooms; ceramic tile in bathroom with shower. Upgraded kitchen and bathroom with full size refrigerator, stove/oven, sink and ample cabinets for storage. Stack washer and dryer included with solar water heater. Water and yard service included."	AC Window Unit, Cable TV, Disposal, Dryer, Fenced, Range/Oven, Refrigerator, Smoke Detector, Solar Water, Washer, Yard	Open - 2, Tandem	Other	Mountain	Partial	Patio/Deck, Private Yard	--	--	Detach Single Family	Application Fee, Non-Smoking	['https://s3.amazonaws.com/photos.re.parallel21.com/78/202416778_01.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/78/202416778_02.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/78/202416778_03.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/78/202416778_04.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/78/202416778_05.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/78/202416778_06.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/78/202416778_07.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/78/202416778_08.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/78/202416778_09.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/78/202416778_10.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/78/202416778_11.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/78/202416778_12.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/78/202416778_13.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/78/202416778_14.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/78/202416778_15.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/78/202416778_16.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/78/202416778_17.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/78/202416778_18.jpg']	https://propertysearch.hicentral.com/HBR/ForRent/?/202416778
202416568	1530 Akaakoa Pl, Kailua, HI 96734	True	21.3678203	-157.7380843	-	1530 Akaakoa Pl	-	Kailua	HI	96734	Active	$4,800	Long Term	August 01, 2024	3	2	0	2	9,494	1,506	--	--	Oahu	Kailua	Kaopa	No	No	$4,800	1 Year	2021 remodeled, gorgeous single-level home located in the quiet neighborhood of Kailua. FEATURES: brand new window AC units in the primary bedroom and in one other bedroom, recently painted exterior and interior, vinyl flooring throughout, cove lighting in living room and kitchen, brand new ceiling fans, brand new furniture includes a beautiful slab dining table set, a dining server, two couches, a coffee table, a desk and chair set, two twin beds, one full bed, front load washer & dryer, French Country Style Kitchen, granite countertops, stainless steel refrigerator, tons of storage, satellite dish. Inviting patio/BBQ/backyard perfect for relaxing and gathering. Conveniently located near Kailua Town, schools, restaurants, shops, beach, and much more! Easy access to multiple highways and H-3 for transit to downtown Honolulu, West Oahu, Joint Base Pearl Harbor Hickam, Ft. Shafter, Camp Smith, and KMCBH. Rent includes yard service. Tenant is responsible for water, sewer, electricity, cable, internet. Renters insurance is required. No smoking, no pets. $35 non refundable application fee per adult applicant.	AC Window Unit, Blinds, Ceiling Fan, Disposal, Dryer, Microwave Hood, Range/Oven, Refrigerator, Satellite Dish, Single Level, Storage, Washer, Yard	Carport, Covered - 2, Street	--	Mountain	Full	Patio/Deck, Private Yard, Storage	--	--	Detach Single Family	Application Fee, Insurance Required, Non-Smoking, See Remarks	['https://s3.amazonaws.com/photos.re.parallel21.com/68/202416568_01.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/68/202416568_02.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/68/202416568_03.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/68/202416568_04.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/68/202416568_05.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/68/202416568_06.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/68/202416568_07.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/68/202416568_08.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/68/202416568_09.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/68/202416568_10.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/68/202416568_11.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/68/202416568_12.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/68/202416568_13.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/68/202416568_14.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/68/202416568_15.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/68/202416568_16.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/68/202416568_17.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/68/202416568_18.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/68/202416568_19.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/68/202416568_20.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/68/202416568_21.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/68/202416568_22.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/68/202416568_23.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/68/202416568_24.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/68/202416568_25.jpg']	https://propertysearch.hicentral.com/HBR/ForRent/?/202416568
202415624	650 Iana St, Kailua, HI 96734	True	21.3841969	-157.727238	-	650 Iana St	-	Kailua	HI	96734	Active	$16,500	Long Term	July 15, 2024	4	4	1	2	10,000	4,947	286	--	Oahu	Kailua	Enchanted Lake	No	No	$15,000	1 Year	Welcome to your new home by the tranquil Enchanted Lake in Kailua, Hawaii. This brand-new, 4-bedroom, 4.5-bathroom home offers unparalleled luxury and comfort. Nestled in a serene neighborhood, yet minutes from shopping and dining, this residence promises elegance and convenience. The two-story home features wood flooring and real stone accents in bathrooms, four spacious suites with walk-in closets and ensuite bathrooms, two kitchens with high-quality appliances and a wine cooler, and split AC in bedrooms. The living room includes a wet bar and top-line wine cooler, opening to a covered lanai and gorgeous pool with a heated jacuzzi. Close to Lanikai Beach, Kailua Beach Park, Mid-Pacific Country Club, and Kailua town's shopping and dining, you can also enjoy kayaking or SUPing on the river from your backyard. This is the ONLY luxury, new, long-term rental home on the market. Make it your home in Paradise. Available for immediate move-in, with showings by appointment starting August 9th, 2024. Applicants must provide proof of funds and complete an application via email. The home includes pool and yard services. Rent plus GET; renter apply/pays for water, electricity, and internet.	AC Split, Auto Garage Door Opener, Blinds, Bedroom on 1st Level, Book Shelves, Ceiling Fan, Convection Oven, Dishwasher, Disposal, Dryer, Full Bath on 1st Floor, Fenced, Ground Floor Unit, Kitchenware, Lanai, Microwave, Multi Level, Range Hood, Range/Oven, Refrigerator, Smoke Detector, Solar Water, Split Level, Washer, Yard	Covered - 2, Garage, Open - 1	Lake/Pond, Stream/Canal, Waterfront	Other	Negotiable	Patio/Deck, Pool on Property, Private Yard, Whirlpool	--	--	Detach Single Family, Duplex	GET-tenant pays, Insurance Required, Non-Smoking, See Remarks	['https://s3.amazonaws.com/photos.re.parallel21.com/24/202415624_01.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/24/202415624_02.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/24/202415624_03.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/24/202415624_04.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/24/202415624_05.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/24/202415624_06.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/24/202415624_07.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/24/202415624_08.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/24/202415624_09.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/24/202415624_10.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/24/202415624_11.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/24/202415624_12.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/24/202415624_13.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/24/202415624_14.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/24/202415624_15.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/24/202415624_16.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/24/202415624_17.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/24/202415624_18.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/24/202415624_19.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/24/202415624_20.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/24/202415624_21.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/24/202415624_22.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/24/202415624_23.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/24/202415624_24.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/24/202415624_25.jpg']	https://propertysearch.hicentral.com/HBR/ForRent/?/202415624
202418287	1436 Aalapapa Dr #1, Kailua, HI 96734	True	21.3838204	-157.7112025	-	1436 Aalapapa Dr #1	#1	Kailua	HI	96734	Active	$3,200	Long Term	August 18, 2024	1	1	0	1	--	800	650	--	Oahu	Kailua	Lanikai	No	No	$1,500	6 Months, Month to Month	Furnished 1 bedroom, 1-bathroom private apartment on the Lanikai loop. This is a detached apartment on a larger gated property. Utilities, internet, an outdoor shower and an extra 650 sq. ft. lanai with a 2nd full size fridge and kitchen space included with rent. 1 parking space. Lease term 3 months with extension. No animals please! Application fee $18.70.	AC Split, Blinds, Bedroom on 1st Level, Ceiling Fan, Drapes, Dryer, Ground Floor Unit, Kitchenware, Lanai, Linens, Microwave, Refrigerator, Single Level, Solar Electric, Solar Water, Washer, Yard	Open - 1	--	Garden	Full	Patio/Deck	--	--	1 Bedroom Cottage, Detach Single Family, No Unit Above or Below, Studio Cottage, Walk-Up	Application Fee, Non-Smoking, See Remarks	['https://s3.amazonaws.com/photos.re.parallel21.com/87/202418287_01.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/87/202418287_02.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/87/202418287_03.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/87/202418287_04.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/87/202418287_05.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/87/202418287_06.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/87/202418287_07.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/87/202418287_08.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/87/202418287_09.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/87/202418287_10.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/87/202418287_11.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/87/202418287_12.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/87/202418287_13.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/87/202418287_14.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/87/202418287_15.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/87/202418287_16.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/87/202418287_17.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/87/202418287_18.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/87/202418287_19.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/87/202418287_20.jpg']	https://propertysearch.hicentral.com/HBR/ForRent/?/202418287
202416017	42-135 Old Kalanianaole Rd #Lwr Apt, Kailua, HI 96734	True	21.3626769	-157.7383161	-	42-135 Old Kalanianaole Rd #Lwr Apt	#Lwr Apt	Kailua	HI	96734	Active	$2,700	Long Term	July 15, 2024	1	1	0	1	87,119	500	--	--	Oahu	Kailua	Govt/Ag	No	Yes	$2,700	1 Year	Come and enjoy this secluded 1 bedroom, 1 bath apartment in Kailua. Recently renovated with a spacious 500 sq ft lanai and an open backyard, it offers covered parking for one car and potential additional parking as required..All utilities included with the exception of internet. Contact John via text or call at 808-497-7311.	Bedroom on 1st Level, Ceiling Fan, Dryer, Full Bath on 1st Floor, Ground Floor Unit, Microwave, Refrigerator, Washer, Yard	Covered - 1	Other	Other	None	--	--	--	1 Bedroom Cottage	--	['https://s3.amazonaws.com/photos.re.parallel21.com/17/202416017_01.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/17/202416017_02.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/17/202416017_03.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/17/202416017_04.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/17/202416017_05.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/17/202416017_06.jpg']	https://propertysearch.hicentral.com/HBR/ForRent/?/202416017
202419059	322 Aoloa St #407, Kailua, HI 96734	True	21.3916189	-157.7376107	Windward Passage	322 Aoloa St #407	#407	Kailua	HI	96734	Active	$3,400	Long Term	September 26, 2024	2	2	0	2	134,600	964	--	--	Oahu	Kailua	Kailua Town	Yes	Yes	$3,400	1 Year	Come home to this beautifully renovated 2 bedroom, 2 bath w/2 pkg stalls in secured building! Fresh luxury vinyl flooring throughout the living room, bdrms & bathroom. Newer modern blinds in living area and bedroom. Stay cool & comfortable with A/C in living area & primary bdrm. Enjoy cooking in your new modern kitchen with sleek cabinets! Large walk-in storage in the unit & addl storage downstairs. Windward Passage boasts of many amenities including heated salt water pool & spa, tennis, racquetball & pickleball courts, BBQ area, fitness center w/sauna & shower, meeting/social room & security guard. Utilities incl basic cable, water/sewer. Walk to Kailua Beach, restaurants, post office, shopping, Whole Foods, Target, etc. Appliances incl refrigerator, dishwasher, new range/oven, disposal, new washer/dryer. No smoking. One dog <50lbs may be possible w/approval, pet deposit & insurance. Avail 9/26/2024. Sec Dep $3400. Application/credit report fee $35/adult or married couple (joint credit report). Registration fee of $125 to Windward Passage required. Showings to prequalified tenants.	AC Window Unit, Blinds, Cable TV, Ceiling Fan, Dishwasher, Disposal, Dryer, Lanai, Microwave, Range Hood, Range/Oven, Refrigerator, Smoke Detector, Storage, Washer	Covered - 1, Open - 1, Tandem	--	Garden	Partial	BBQ, Club House, Exercise Room, Heated Pool, Meeting Room, Patio/Deck, Pool on Property, Resident Manager, Sauna, Security Guard, Storage, Tennis Court, Trash Chute	--	--	High-Rise 7+ Stories	Application Fee, INSREQ, Non-Smoking	['https://s3.amazonaws.com/photos.re.parallel21.com/59/202419059_01.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/59/202419059_02.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/59/202419059_03.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/59/202419059_04.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/59/202419059_05.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/59/202419059_06.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/59/202419059_07.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/59/202419059_08.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/59/202419059_09.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/59/202419059_10.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/59/202419059_11.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/59/202419059_12.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/59/202419059_13.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/59/202419059_14.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/59/202419059_15.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/59/202419059_16.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/59/202419059_17.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/59/202419059_18.jpg']	https://propertysearch.hicentral.com/HBR/ForRent/?/202419059
202415721	436 Kalama St #A, Kailua, HI 96734	True	21.406776	-157.7502117	-	436 Kalama St #A	#A	Kailua	HI	96734	Active	$4,000	Long Term	August 01, 2024	3	2	0	2	--	1,410	--	--	Oahu	Kailua	Coconut Grove	Yes	No	$4,000	1 Year	Utilities included!!!!. Rental opportunity in beautiful Kailua. Built-in 2015. Ground floor 1440 sqft, 3 bedrooms, 2 bath unit. 10 minutes (.5 mile) walk to the beach, and one mile from the downtown Kailua shops and restaurants. Features Granite countertops, high-end stainless steel appliances, wine fridge, tile floor, lanai. Master suite features a walk-in closet, spacious master bath with double sink, and a large shower. Ko'olau mountain views. One portable AC unit provided with a second AC unit can be used at no additional cost. Additional portable AC units would $75 per month. Laundry room with washer and dryer. Ceiling fans throughout. Quick access to the H3. the Garage goes with the upper unit: Additional Pictures at http://www.hirephoto.com/436kalamastreet/slideshow	Blinds, Cable TV, Dishwasher, Disposal, Dryer, Lanai, Microwave, Range/Oven, Refrigerator, Single Level, Smoke Detector, Washer	Open - 2	--	None	None	--	--	--	Duplex	Insurance Required, Non-Smoking	['https://s3.amazonaws.com/photos.re.parallel21.com/21/202415721_01.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/21/202415721_02.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/21/202415721_03.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/21/202415721_04.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/21/202415721_05.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/21/202415721_06.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/21/202415721_07.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/21/202415721_08.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/21/202415721_09.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/21/202415721_10.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/21/202415721_11.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/21/202415721_12.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/21/202415721_13.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/21/202415721_14.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/21/202415721_15.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/21/202415721_16.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/21/202415721_17.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/21/202415721_18.jpg']	https://propertysearch.hicentral.com/HBR/ForRent/?/202415721
202417922	339 Kawainui St, Kailua, HI 96734	True	21.3979964	-157.7433954	-	339 Kawainui St	-	Kailua	HI	96734	Active	$4,500	Long Term	September 01, 2024	3	1	0	1	7,012	1,100	--	--	Oahu	Kailua	Coconut Grove	Yes	No	$2,500	1 Year	"Located in central Kailua. 7 minute walk to Kailua Intermediate, Kailua District Park, and Kailua Library. 10 minute walking distance to Kailua Town and 15 minute walk to Kalama beach. 2 bedroom, 3rd room is a flex room that can be an office or guest room. Foyer can be a sitting or dining area. Great backyard with ""tiny home"" sized play/clubhouse and swing set. Pet friendly. 1 covered parking in carport. Lots of street parking. Flooring, washer, dryer, and dishwasher was replaced last summer or within the year. Quiet, friendly neighborhood. Electric, water, sewer, and trash included."	AC Window Unit, Bedroom on 1st Level, Ceiling Fan, Corner/End, Dishwasher, Disposal, Drapes, Dryer, Full Bath on 1st Floor, Fenced, Range/Oven, Refrigerator, Single Level, Smoke Detector, Solar Electric, Washer, Yard	Covered - 1, Street	--	Garden	Partial	Private Yard	--	--	Detach Single Family	Application Fee, Licensed Owner, Non-Smoking, See Remarks	['https://s3.amazonaws.com/photos.re.parallel21.com/22/202417922_01.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/22/202417922_02.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/22/202417922_03.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/22/202417922_04.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/22/202417922_05.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/22/202417922_06.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/22/202417922_07.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/22/202417922_08.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/22/202417922_09.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/22/202417922_10.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/22/202417922_11.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/22/202417922_12.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/22/202417922_13.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/22/202417922_14.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/22/202417922_15.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/22/202417922_16.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/22/202417922_17.jpg', 'https://s3.amazonaws.com/photos.re.parallel21.com/22/202417922_18.jpg']	https://propertysearch.hicentral.com/HBR/ForRent/?/202417922
